modeldate,candidate_inc,candidate_chal,candidate_3rd,state,tipping,vpi,winstate_inc,winstate_chal,winstate_3rd,voteshare_inc,voteshare_chal,voteshare_3rd,voteshare_other,voteshare_inc_hi,voteshare_chal_hi,voteshare_3rd_hi,voteshare_other_hi,voteshare_inc_lo,voteshare_chal_lo,voteshare_3rd_lo,voteshare_other_lo,margin,margin_hi,margin_lo,win_ec_if_win_state_inc,win_ec_if_win_state_chal,win_state_if_win_ec_inc,win_state_if_win_ec_chal,state_turnout,state_turnout_hi,state_turnout_lo
7/29/24,Harris,Trump,Kennedy,Wyoming,5E-05,0.0274572,0.001275,0.995925009,0.0028,24.35026932,69.2977066,3.070379972,3.28164196,31.66437912,77.65113831,9.216674805,6.134619236,17.14473915,60.2998085,0,1.034044027,-44.94742966,-30.27133942,-59.21448898,0.823529422,0.623390317,0.0028247,0.997229278,254889,282858,227712
7/29/24,Harris,Trump,Kennedy,Massachusetts,0.000325,0.0146017,0.9903,0.006375,0.003325,60.73320007,32.86693954,4.856367111,1.543485999,68.30903625,39.68875885,11.77165031,2.947973967,52.73825073,26.06142044,0.257394403,0.456602097,27.86626053,40.68862915,15.08314991,0.374129087,0.929411829,0.996704578,0.0095169,3233167,3541030,2934044
7/29/24,Harris,Trump,Kennedy,Nebraska,1.25E-05,0.0021738,0.004425,0.995050013,0.000525,35.79003906,58.11886978,4.420297146,1.67079699,41.12390137,63.90074158,9.589099884,2.879085064,30.49142075,52.15855026,0.586010575,0.69278872,-22.32883072,-12.36452007,-32.24028015,0.971751392,0.625446022,0.0115677,0.999638617,866232,947819,786555
7/29/2024,Harris,Trump,Kennedy,Iowa,0.0030375,0.290077388,0.090674996,0.907700002,0.001625,41.60470963,52.93175125,4.095933914,1.367604971,47.56200027,59.12717819,9.854364395,2.622034073,35.64179993,46.56829071,0.233199894,0.401025712,-11.32703972,-0.503612518,-22.03138924,0.963054895,0.681420088,0.234918296,0.993494689,1517325,1652377,1383609
7/29/24,Harris,Trump,Kennedy,Kentucky,5E-05,0.0035336,0.0028,0.99605,0.00115,32.89759064,62.17713928,3.734091997,1.191177964,38.79029083,68.63661194,9.373063087,2.294002056,27.0268898,55.3133316,0.170764297,0.346070498,-29.27953911,-18.09885979,-40.39870071,0.901785672,0.624416471,0.0067927,0.998996079,1919679,2104965,1737325
7/29/24,Harris,Trump,Kennedy,Pennsylvania,0.30301249,7.115559101,0.41642499,0.583450019,0.000125,47.16598129,48.54193115,3.476114988,0.815967381,51.82279968,53.1894989,7.250513077,1.576900959,42.50204086,43.78968811,0.58779031,0.230825499,-1.375952005,7.086959839,-9.843317032,0.863540828,0.976647615,0.967381775,0.915271282,6164843,6707196,5629960
7/29/24,Harris,Trump,Kennedy,Tennessee,1E-04,0.0050403,0.002825,0.996124983,0.00105,34.31356812,60.79003143,3.751416922,1.14498198,39.82949829,66.86081696,9.312231064,2.214268923,28.78037071,54.39690018,0.186373293,0.33014971,-26.47644997,-16.1026001,-36.79719925,0.938053071,0.624444723,0.0071289,0.9991166,2818271,3085467,2557741
7/29/2024,Harris,Trump,Kennedy,Hawaii,0.0021,0.593788505,0.947149992,0.046275001,0.006575,59.77827835,34.18820953,4.74251318,1.290995955,70.07659912,43.92715073,12.01480007,2.48546195,48.92522049,24.50432014,0.1942617,0.370426714,25.59007072,44.01356888,7.026966095,0.382357597,0.829821706,0.974241674,0.0616793,515089,563370,467425
7/29/2024,Harris,Trump,Kennedy,Arizona,0.039749999,1.770612001,0.243725002,0.75622499,5E-05,45.64403915,50.61188126,2.249341965,1.494743943,50.62020111,55.63656998,6.265195847,2.842845917,40.64107895,45.5223999,0,0.432838291,-4.967845917,4.262664795,-14.23797035,0.962867975,0.812456608,0.631313384,0.986868978,3241968,3523168,2963302
7/29/24,Harris,Trump,Kennedy,Louisiana,0.00055,0.042938702,0.012825,0.986325026,0.00085,37.03770065,58.50532913,3.481518984,0.975450277,42.98896027,64.87402344,8.746896744,1.88558805,31.0187397,51.92288971,0.160191998,0.274533004,-21.46763992,-10.23456001,-32.65021896,0.904483378,0.629635274,0.0312059,0.997510314,1880955,2055664,1710724
7/29/2024,Harris,Trump,Kennedy,Kansas,2.5E-05,0.0030413,0.010725,0.987725019,0.00155,37.70357132,56.3166008,4.407489777,1.572337031,43.19390869,62.23736954,10.26109982,3.02601409,32.19577026,50.11975098,0.282245189,0.46371761,-18.61302948,-8.688257217,-28.5063591,0.988345027,0.62965399,0.0285157,0.998956025,1235448,1349460,1123431
7/29/24,Harris,Trump,Kennedy,West Virginia,3.75E-05,0.0074558,0.0028,0.995824993,0.001375,27.27466011,68.71446991,2.286262989,1.724603057,34.79127884,76.81011963,6.774102211,3.35266304,19.85700989,60.15822983,0,0.492790699,-41.43981171,-26.49263,-56.18503189,0.794642925,0.623779297,0.0059856,0.997751296,698467,771772,626431
7/29/2024,Harris,Trump,Kennedy,Alabama,0.00045,0.0310365,0.005025,0.99377501,0.0012,33.84494019,61.96524048,3.322866917,0.866959691,39.92507935,68.5582962,8.508390427,1.684566975,27.75782013,55.10784149,0.141859099,0.245088205,-28.12030029,-16.48624039,-39.72016907,0.865671575,0.625393093,0.0117022,0.998273313,2105602,2307568,1908547
7/29/24,Harris,Trump,Kennedy,Missouri,0.0001375,0.0072649,0.0068,0.9921,0.0011,38.09729004,56.84643936,3.874017954,1.182253003,43.03281021,62.18965912,9.145675659,2.286761999,33.13819885,51.32028961,0.222722799,0.342790991,-18.74914932,-9.795597076,-27.70780945,0.98161763,0.626927674,0.017956801,0.999036312,2732677,2985581,2486582
7/29/2024,Harris,Trump,Kennedy,Illinois,0.0001625,0.0044596,0.973800004,0.025225,0.000975,54.2425499,40.36605835,4.162991047,1.228405952,59.48279953,45.3259697,9.282316208,2.34317708,48.88758087,35.39419937,0.302918404,0.363562495,13.87648964,22.67089081,5.030752182,0.381495208,0.999008894,0.999394715,0.040477101,5302051,5775580,4836563
7/29/24,Harris,Trump,Kennedy,NE-1,1.25E-05,0.0061825,0.013725,0.984425008,0.00185,37.50926971,56.15084839,4.618422985,1.721457958,43.24853897,62.36711884,10.69972992,3.311146021,31.76460075,49.72578049,0.289891809,0.509111822,-18.64159012,-8.247543335,-29.0003109,0.985427976,0.631358385,0.0363844,0.998313427,291562,318441,265268
7/29/24,Harris,Trump,Kennedy,Utah,0.000775,0.078758299,0.020075001,0.973824978,0.0061,34.24766159,57.66070938,5.434197903,2.657435894,41.68400955,65.86512756,13.48676968,5.014266014,26.7786808,49.06348038,0.281125396,0.81187892,-23.4130497,-9.93258667,-36.86941147,0.825653791,0.632428825,0.0445894,0.989238322,1435594,1570007,1303317
7/29/2024,Harris,Trump,Kennedy,Arkansas,0.0001375,0.018697999,0.004,0.993550003,0.00245,32.00875092,62.10326004,4.26998806,1.618003011,38.45415115,69.33139038,10.72017002,3.094144106,25.5450592,54.42057037,0.201922596,0.481642514,-30.09449959,-17.83198929,-42.31851959,0.887499988,0.624981105,0.0095501,0.997389913,1109428,1217163,1002799
7/29/24,Harris,Trump,Kennedy,Montana,0.0008,0.201968804,0.02675,0.969974995,0.003275,37.22233963,57.26670074,3.497370958,2.013592005,43.94459152,64.47979736,9.838606834,3.871288061,30.4926796,49.76308823,0,0.592279315,-20.04435921,-7.703886032,-32.4419899,0.853271008,0.63640821,0.061402898,0.991527081,567645,619912,516303
7/29/24,Harris,Trump,Kennedy,Texas,0.017349999,0.230951801,0.092550002,0.906624973,0.000825,42.84257126,52.6777916,3.616466045,0.863171995,48.06066895,58.09424973,8.423716545,1.651852965,37.56116867,47.11853027,0.227091193,0.250717998,-9.83521843,-0.32963559,-19.33148956,0.989194989,0.685454309,0.246284202,0.998193026,10841718,11798288,9898132
7/29/24,Harris,Trump,Kennedy,New Jersey,0.00195,0.069325402,0.936874986,0.062075,0.00105,53.50207138,41.45748901,4.096310139,0.94413209,59.2852211,47.01131821,9.732273102,1.819483042,47.58023834,35.8737793,0.243879303,0.269048303,12.04458046,21.98340988,2.136514902,0.395623714,0.985501409,0.997108102,0.098261297,4067687,4429239,3712153
7/29/24,Harris,Trump,Kennedy,South Carolina,0.0009125,0.055031199,0.03015,0.969299972,0.00055,40.33707809,55.30730057,3.530694008,0.824934483,45.78868866,61.03002167,8.644956589,1.607458949,34.79735947,49.45309067,0.179030895,0.233091801,-14.97021961,-5.020030975,-24.9871006,0.978441119,0.641545475,0.079359703,0.998835504,2395175,2609915,2182500
7/29/24,Harris,Trump,Kennedy,Oregon,0.0015375,0.105591297,0.927675009,0.070649996,0.001675,52.81555939,41.83469009,3.024735928,2.325007915,58.42200851,47.19015884,8.962194443,4.418881893,47.0359993,36.31472015,0,0.710059702,10.98085976,20.47639084,1.458693981,0.399089098,0.980891705,0.995964825,0.111311898,2120140,2307001,1935410
7/29/24,Harris,Trump,Kennedy,Vermont,6.25E-05,0.027306801,0.98575002,0.00835,0.0059,60.54325104,31.33069038,5.341333866,2.78472805,68.91557312,38.78319931,13.16880035,5.230984211,51.60968018,23.90117073,0.265677899,0.863877475,29.21256065,42.94913101,15.30628967,0.374942899,0.913173676,0.994283378,0.0122475,333461,365138,302087
7/29/2024,Harris,Trump,Kennedy,Idaho,5E-05,0.0085665,0.003125,0.992600024,0.004275,29.39694023,62.91542816,5.029194832,2.658427,36.07172012,70.67610931,12.29988956,5.061926842,22.72417068,54.59371185,0.258723587,0.819464982,-33.51848984,-20.67823029,-46.14202881,0.864000022,0.624672592,0.0072634,0.995944321,848710,933536,766389
7/29/24,Harris,Trump,Kennedy,New Hampshire,0.0069,1.349755049,0.680575013,0.318549991,0.000875,48.97819901,44.85165024,5.199065208,0.971085429,55.25405884,51.10248947,10.51552963,1.872846961,42.6227417,38.57194901,0.992334723,0.273585886,4.12655592,15.3748703,-7.112471104,0.53318882,0.971197605,0.976192117,0.496928096,738296,802938,674951
7/29/2024,Harris,Trump,Kennedy,Connecticut,0.0001125,0.010176,0.963249981,0.035549998,0.0012,55.00535965,40.0831604,4.054965973,0.856523871,60.95563126,45.73236847,9.511608124,1.670297027,48.9095192,34.39952087,0.235322803,0.238500297,14.9222002,25.21678925,4.630086899,0.385439903,0.994374096,0.99878943,0.056780301,1636531,1782911,1493361
7/29/2024,Harris,Trump,Kennedy,Delaware,0.000375,0.170037001,0.900725007,0.098399997,0.000875,51.92274857,43.34664154,3.885703087,0.844913125,56.89078903,48.16146088,8.857110977,1.64529705,46.79664993,38.45016861,0.256908387,0.235293105,8.576109886,17.1677494,0.064220399,0.411834896,0.994918704,0.997915089,0.157250106,330229,359615,301086
7/29/24,Harris,Trump,Kennedy,Nevada,0.0228625,2.509934902,0.3398,0.659950018,0.00025,45.66706848,48.67224884,3.883353949,1.777330041,50.92969131,53.95293045,8.096902847,3.399985075,40.36465073,43.23403931,0.563074589,0.533673823,-3.005182028,6.621067047,-12.57392979,0.84512949,0.865671575,0.772546887,0.917640388,1318864,1434633,1205172
7/29/24,Harris,Trump,Kennedy,ME-2,0.0017,0.718410909,0.207525,0.789799988,0.002675,44.18917084,52.78461838,1.703637004,1.322569966,51.58432007,59.47412872,4.778182983,2.999603033,36.45623016,46.10976028,0,0,-8.595445633,5.547740936,-22.44780922,0.805565596,0.736388981,0.449727595,0.934184611,345350,376389,314953
7/29/24,Harris,Trump,Kennedy,NE-2,0.0080875,3.807367086,0.552150011,0.446200013,0.00165,47.62268829,46.57020187,4.532343864,1.274770021,53.43098831,52.40193939,10.23441029,2.467154026,41.73788071,40.67930984,0.325691402,0.367785394,1.052489996,11.09150982,-9.032161713,0.640269876,0.955569327,0.951039076,0.68485719,307792,334679,281246
7/29/24,Harris,Trump,Kennedy,New York,0.00035,0.006847,0.990225017,0.008675,0.0011,57.68077087,37.53173828,3.912587881,0.874898791,63.59963989,43.06867981,9.342163086,1.687965989,51.57289124,32.02357864,0.225379303,0.250576288,20.14903069,30.30381012,9.951986313,0.375142008,0.979827106,0.999327481,0.013653,7517080,8205906,6835848
7/29/24,Harris,Trump,Kennedy,New Mexico,0.0107875,1.859173059,0.774100006,0.223725006,0.002175,50.29394913,43.95257187,4.433144093,1.320337057,56.55482101,50.04481125,10.44307995,2.536183119,43.92028046,37.78097916,0.28158921,0.38310349,6.34137392,17.17721939,-4.463597775,0.473452985,0.976980686,0.985943913,0.351082206,841892,915794,768246
7/29/24,Harris,Trump,Kennedy,Mississippi,0.00185,0.230029702,0.046324998,0.952175021,0.0015,38.44268036,57.44968033,3.277390957,0.830252886,45.63111115,64.97689819,8.403623581,1.607308984,31.23002052,49.5774498,0.127877399,0.232450902,-19.00699043,-5.363100052,-32.65876007,0.752293587,0.641373694,0.093752101,0.980925977,1158934,1264656,1054241
7/29/2024,Harris,Trump,Kennedy,Florida,0.032375,0.44697389,0.165450007,0.834424973,0.000125,44.46389008,51.18896103,3.368299961,0.97885108,49.2795105,56.11975098,7.090444088,1.881378055,39.58798981,46.17752838,0.478195101,0.288320601,-6.725072861,2.220196009,-15.69429016,0.992444873,0.744644523,0.44172439,0.998032391,10478289,11403547,9563320
7/29/2024,Harris,Trump,Kennedy,District of Columbia,0,0,0.998574972,7.5E-05,0.00135,86.48441315,6.128647804,3.308403969,4.078542233,93.53217316,11.04545021,10.0410099,7.566954136,77.85497284,1.915724993,0,1.336297035,80.35575867,90.59729004,68.54489136,0.371729702,0.333333313,0.998587728,4.02E-05,438279,515706,362618
7/29/2024,Harris,Trump,Kennedy,Indiana,0.000175,0.0090061,0.012475,0.986249983,0.001275,38.16165924,56.55966949,4.053319931,1.225350976,43.62302017,62.40607071,9.670999527,2.349746943,32.66854095,50.53987122,0.232748806,0.358364791,-18.39801979,-8.444330215,-28.30279922,0.979959905,0.630570412,0.032887202,0.998915792,2736965,2985842,2487939
7/29/24,Harris,Trump,Kennedy,Wisconsin,0.111125,5.40483284,0.464100003,0.535899997,0,47.75901031,48.40472031,2.778862,1.057410002,52.63727951,53.29814911,5.923223972,2.035238981,42.85343933,43.49588013,0.3743231,0.306484014,-0.645704687,8.518573761,-9.814977646,0.76896143,0.970237017,0.960051119,0.835160375,2978514,3239214,2722407
7/29/24,Harris,Trump,Kennedy,South Dakota,0.0001375,0.049381599,0.00885,0.988799989,0.00235,32.81887054,62.21461105,3.282104969,1.684406042,40.0468483,70.02570343,9.266048431,3.274605989,25.55367088,54.04368973,0,0.477862388,-29.39574051,-15.53001022,-43.22417068,0.844632685,0.627401888,0.020109,0.996466279,396022,434363,358420
7/29/24,Harris,Trump,Kennedy,Maine,0.0019375,0.370326787,0.759649992,0.239325002,0.001025,51.93605042,45.24002838,1.58564198,1.238270044,57.52125168,51.58731842,4.758196831,2.801379919,46.21659088,38.26525879,0,0,6.69602108,18.71577072,-5.413576126,0.476074487,0.954664171,0.972896576,0.366983891,752253,817978,687274
7/29/24,Harris,Trump,Kennedy,Maryland,1E-04,0.0052426,0.995575011,0.002,0.002425,60.90615845,32.76609039,4.827775955,1.499968052,67.36779785,38.43664932,11.64630032,2.86818409,54.01742172,27.06369019,0.279869407,0.445014089,28.14006996,38.52362061,17.6888504,0.372498304,0.862500012,0.997646093,0.0027708,2703470,2962057,2450076
7/29/2024,Harris,Trump,Kennedy,Georgia,0.0804125,2.492432117,0.26197499,0.73785001,0.000175,45.71582031,49.9332695,3.577070951,0.773849726,50.42153931,54.72612,7.478464127,1.514224052,40.95598984,45.07545853,0.567450881,0.216881305,-4.217449188,4.386365891,-12.90962029,0.921366572,0.817408681,0.649337471,0.968758821,4668080,5078560,4264568
7/30/24,Harris,Trump,Kennedy,ME-1,6.25E-05,0.022119399,0.973749995,0.024225,0.002025,57.78544998,37.98867035,2.576071024,1.64980495,64.17180634,45.05323029,7.177091122,3.315443039,51.54724884,31.33057022,0,0.266650885,19.79677963,32.01334,7.523028851,0.389884502,0.959752321,0.995476902,0.037900399,407577,444090,371287
7/30/24,Harris,Trump,Kennedy,Wyoming,3.75E-05,0.020424001,0.001375,0.995299995,0.003325,24.36400032,69.22007751,3.115616083,3.300306082,31.51942062,77.54036713,9.313547134,6.228660107,17.13673019,60.24991989,0,1.060014009,-44.8560791,-30.45145988,-59.11225891,0.818181813,0.614111304,0.0029499,0.996372998,255482,283885,227649
7/30/24,Harris,Trump,Kennedy,District of Columbia,0,0,0.998425007,0,0.001575,86.35462189,6.171524048,3.392405033,4.081446171,93.43804932,10.99442005,10.14132023,7.525169849,77.67394257,1.999158025,0,1.33555305,80.1831131,90.44386292,68.3942337,0.381300509,,0.9982301,0,438780,516213,362723
7/30/24,Harris,Trump,Kennedy,Michigan,0.224999994,6.551019192,0.429049999,0.570800006,0.00015,46.87419891,48.04602814,4.04722023,1.032557011,51.77336884,52.95698929,8.308347702,1.99295795,41.94567871,43.06715012,0.754098773,0.296322912,-1.171833038,7.642169952,-9.941480637,0.846754372,0.966538191,0.952605724,0.899339795,4967887,5405348,4539124
7/30/24,Harris,Trump,Kennedy,Massachusetts,0.000225,0.0104208,0.989700019,0.006375,0.003925,60.64302826,32.86980057,4.953049183,1.53411901,68.19577026,39.66603088,11.97391033,2.910674095,52.69557953,26.14262962,0.281569302,0.457908392,27.7732296,40.46023941,15.21411037,0.383878887,0.941176474,0.996197879,0.0097807,3239601,3550858,2934940
7/30/24,Harris,Trump,Kennedy,Illinois,0.0002375,0.006631,0.974449992,0.02455,0.001,54.13727951,40.36484146,4.268072128,1.229807973,59.36328888,45.25453949,9.468521118,2.347625017,48.81829834,35.39102173,0.336330503,0.364410013,13.77243996,22.52030945,5.127637863,0.39109239,0.998981714,0.999278903,0.039978798,5309705,5787194,4836813
7/30/24,Harris,Trump,Kennedy,Wisconsin,0.112687498,5.465194225,0.471949995,0.528050005,0,47.78609848,48.25236893,2.900918007,1.06061101,52.61687851,53.09606934,6.13924408,2.03806901,42.93421173,43.36571884,0.428439885,0.303668499,-0.46627599,8.602355957,-9.452608109,0.773810804,0.967853427,0.957587719,0.833115995,2983743,3248029,2724547
7/30/24,Harris,Trump,Kennedy,Maine,0.0024625,0.470276892,0.765250027,0.233549997,0.0012,51.9581604,45.18495178,1.614987016,1.241906047,57.49737167,51.51496124,4.826601982,2.802817106,46.38428116,38.2469902,0,0,6.773207188,18.7029705,-5.237305164,0.482293397,0.947227597,0.967748284,0.360624313,753654,820075,688619
7/30/24,Harris,Trump,Kennedy,Idaho,0.000125,0.0209901,0.002925,0.992725015,0.00435,29.35273933,62.77310181,5.218117237,2.656040907,35.9952507,70.58144379,12.76651955,5.018949032,22.64311981,54.38948822,0.262853801,0.825737774,-33.42036057,-20.67840958,-46.02975082,0.854700923,0.615301311,0.0065552,0.995720923,850742,936481,766649
7/30/24,Harris,Trump,Kennedy,South Carolina,0.0010125,0.061074499,0.028875001,0.970200002,0.000925,40.28950882,55.26065826,3.622687101,0.827147484,45.70716858,60.90013885,8.779780388,1.602852941,34.82123947,49.40433121,0.195839897,0.230291501,-14.97115993,-5.019713879,-24.74073029,0.974026024,0.63118428,0.073746301,0.998247623,2399643,2616898,2187680
7/30/24,Harris,Trump,Kennedy,Pennsylvania,0.301975012,7.074141026,0.42840001,0.57160002,0,47.24906158,48.38180161,3.553805113,0.815335274,51.8708992,52.98912811,7.385516167,1.566704035,42.62117004,43.68407822,0.627744973,0.230763704,-1.132738948,7.268140793,-9.504070282,0.858951926,0.974763811,0.964864016,0.908264816,6181264,6730490,5641722
7/30/24,Harris,Trump,Kennedy,Minnesota,0.001675,0.0810249,0.845775008,0.153899997,0.000325,50.32688904,43.60622025,4.402619839,1.664266944,55.29631042,48.46625137,9.02381134,3.153860092,45.29552841,38.72238922,0.813305497,0.499151289,6.720670223,15.37796021,-1.886701941,0.449912786,0.994314492,0.997771204,0.249449804,2994351,3258040,2733276
7/30/24,Harris,Trump,Kennedy,Delaware,0.0007,0.308547497,0.901750028,0.097149998,0.0011,51.84619141,43.31814957,3.985861063,0.84980458,56.83224869,48.10485077,9.033594131,1.652230978,46.78643036,38.5063591,0.281828701,0.236547694,8.528040886,16.9895401,0.100326501,0.422234505,0.995368004,0.99836117,0.157633096,330860,360224,302166
7/30/24,Harris,Trump,Kennedy,NE-2,0.0095,4.460138798,0.552924991,0.445125014,0.00195,47.54496002,46.48617935,4.699944019,1.268916965,53.31402969,52.18803024,10.50745964,2.440536022,41.69094849,40.59418869,0.338425905,0.367650986,1.058779001,11.03415966,-8.779432297,0.653027117,0.951362014,0.946771622,0.690316975,308152,335123,281286
7/30/24,Harris,Trump,Kennedy,Utah,0.0007375,0.074344099,0.019475,0.974125028,0.0064,34.17889023,57.60448074,5.564878941,2.651752949,41.54578018,65.74571991,13.50463009,4.990624905,26.72637939,49.03067017,0.309388101,0.825956821,-23.42560005,-10.07818031,-36.86476898,0.835686803,0.623020589,0.0426745,0.989322722,1438763,1573584,1306680
7/30/24,Harris,Trump,Kennedy,Maryland,0.0001125,0.005952,0.995124996,0.002075,0.0028,60.84991074,32.79933929,4.842617035,1.508136034,67.23668671,38.40002823,11.52974033,2.863749981,54.02264023,27.12615013,0.287430912,0.4494811,28.05057907,38.36853027,17.78359985,0.382364005,0.903614521,0.997705698,0.0030565,2709329,2973085,2454054
7/30/24,Harris,Trump,Kennedy,New Hampshire,0.0060875,1.189139962,0.694800019,0.304450005,0.00075,49.07043076,44.77600098,5.177298069,0.976265728,55.2420311,50.92761993,10.42986012,1.891273022,42.77721024,38.60012817,1.009166002,0.275963306,4.294432163,15.43089008,-6.84274292,0.535441875,0.968631983,0.975483477,0.480723798,739651,804732,675172
7/30/24,Harris,Trump,Kennedy,Louisiana,0.00035,0.0269213,0.011825,0.987524986,0.00065,36.9824791,58.4580307,3.576448917,0.983037829,42.90761948,64.80812073,8.980146408,1.895653963,30.98690033,51.84457016,0.164566696,0.279381007,-21.4755497,-10.46537018,-32.56253052,0.898520112,0.619857728,0.027859701,0.997840106,1884702,2059988,1712464
7/30/24,Harris,Trump,Kennedy,Arkansas,5E-05,0.0065142,0.00315,0.994974971,0.001875,31.95693016,62.02124023,4.397428036,1.62440896,38.41202927,69.15483093,10.92733955,3.105834961,25.54721069,54.40623093,0.216572598,0.484390587,-30.06431007,-17.85597992,-42.03340149,0.896825373,0.615442574,0.0074074,0.998206913,1111712,1220247,1005237
